"Water Control Zone","Station","Dates","Sample No","Type","Zinc (mg/kg)","Vanadium (mg/kg)","Total Volatile Solid (% Total Solid)","Total Sulphide (mg/kg)","Total Solid (%w/w)","Total Polychlorinated Biphenyls (μg/kg)","Total Phosphorus (mg/kg)","Total Kjeldahl Nitrogen (mg/kg)","Total Cyanide (mg/kg)","Total Carbon (%w/w)","Silver (mg/kg)","Pyrene (μg/kg)","Phenanthrene (μg/kg)","Particle Size Fraction <63 micrometer (%w/w)","Nickel (mg/kg)","Naphthalene (μg/kg)","Mercury (mg/kg)","Manganese (mg/kg)","Lead (mg/kg)","Iron (mg/kg)","Indeno(1,2,3-cd)pyrene (μg/kg)","Fluorene (μg/kg)","Fluoranthene (μg/kg)","Electrochemical Potential (mV)","Dry Wet Ratio","Dibenzo(ah)anthracene (μg/kg)","Copper (mg/kg)","Chrysene (μg/kg)","Chromium (mg/kg)","Chemical Oxygen Demand (mg/kg)","Cadmium (mg/kg)","Boron (mg/kg)","Benzo(k)fluoranthene (μg/kg)","Benzo(ghi)perylene (μg/kg)","Benzo(b)fluoranthene (μg/kg)","Benzo(a)pyrene (μg/kg)","Benzo(a)anthracene (μg/kg)","Barium (mg/kg)","Arsenic (mg/kg)","Anthracene (μg/kg)","Ammonia Nitrogen (mg/kg)","Aluminium (mg/kg)","Acenaphthylene (μg/kg)","Acenaphthene (μg/kg)"
"Victoria Harbour","VS19","2020-05-04","1","Bulk Sample","190","20","7.8","63","44","18","220","540","0.2","0.8","1","87","16","30","18","<60","0.15","370","33","23000","55","<10","51","-346","0.47","<5","64","29","29","19000","0.4","17","29","59","37","72","37","25","6.4","6","19","17000","<50","<50"
"Victoria Harbour","VS19","2020-10-22","1","Bulk Sample","420","24","7.7","61","46","18","260","730","0.2","1.1","3","190","33","75","22","<60","0.81","360","96","25000","64","<10","94","-313","0.42","32","170","48","47","26000","0.8","22","40","87","52","100","56","53","8.3","12","23","24000","<50","<50"
"Victoria Harbour","VS19","2021-03-31","1","Bulk Sample","310","26","6.3","59","44","18","230","570","0.1","0.7","1","26","<5","55","22","<60","0.17","440","43","27000","12","<10","13","-367","0.39","<5","82","11","37","14000","0.4","18","8","18","11","18","9","29","9.5","<5","25","20000","<50","<50"
"Victoria Harbour","VS19","2021-07-30","1","Bulk Sample","280","48","7.6","110","47","22","N/A","N/A","0.2","0.9","1","170","21","96","27","<60","0.22","500","49","31000","74","<10","90","-351","0.45","36","110","54","48","22000","0.5","24","44","100","57","110","51","71","10","8","28","45000","<50","<50"
"Victoria Harbour","VS19","2022-02-26","1","Bulk Sample","360","49","7.9","29","48","18","230","580","<0.1","0.8","1","110","11","92","23","<60","0.2","500","71","31000","56","<10","46","-302","0.5","<5","130","35","56","22000","0.3","22","36","77","48","93","46","67","10","<5","22","39000","<50","<50"
"Victoria Harbour","VS19","2022-07-27","1","Bulk Sample","300","35","7.2","78","45","19","250","500","<0.1","0.8","1","340","21","75","27","74","0.34","510","60","32000","190","<10","100","-359","0.44","<5","140","51","52","19000","0.5","20","140","200","160","300","50","50","11","7","28","30000","<50","<50"
"Victoria Harbour","VS19","2023-01-18","1","Bulk Sample","200","37","6.9","43","46","38","230","430","<0.1","1.2","1","1300","210","80","26","85","0.34","440","58","28000","660","17","830","-259","0.52","<5","210","520","58","18000","0.4","21","380","870","460","960","520","82","8.1","89","6.6","39000","<50","<50"
"Victoria Harbour","VS19","2023-07-26","1","Bulk Sample","270","27","7.6","64","39","28","260","560","<0.1","0.8","2","1200","230","85","25","<60","0.49","350","59","31000","470","18","720","-313","0.43","54","130","380","46","20000","0.5","23","290","620","370","780","410","100","10","88","29","41000","<50","60"
"Victoria Harbour","VS19","2024-01-26","1","Bulk Sample","180","42","7.3","81","44","21","240","440","<0.1","0.8","1","2900","480","82","25","<60","0.22","430","49","27000","1100","32","1800","-320","0.44","62","110","860","50","15000","0.4","22","670","1300","810","2000","960","110","8.2","230","11","58000","<50","130"
"Victoria Harbour","VS19","2024-08-26","1","Bulk Sample","120","24","6.8","130","52","26","260","530","0.2","1.2","1","65","9","86","16","<60","0.19","350","32","22000","120","<10","34","-352","0.47","19","50","27","29","20000","0.2","28","67","130","92","160","21","34","5.4","<5","6","24000","<50","<50"
"Victoria Harbour","VS20","2012-01-06","1","Bulk Sample","260","30","8.3","250","39","128","230","620","0.2","1.3","5","62000","5600","83","30","760","1.2","390","99","28000","20000","810","37000","-328","0.38","6200","570","18000","89","25000","0.9","27","14000","21000","20000","35000","21000","160","8.1","5700","2.5","27000","580","710"
"Victoria Harbour","VS20","2012-07-11","1","Bulk Sample","260","26","8.8","150","41","102","240","650","0.1","1.1","5","100000","12000","99","27","1200","1.1","360","91","28000","30000","1100","57000","-335","0.4","7800","520","29000","78","22000","0.9","26","18000","32000","31000","47000","32000","180","7.7","8200","14","28000","660","2500"
"Victoria Harbour","VS20","2013-01-30","1","Bulk Sample","270","35","11","240","38","56","210","620","<0.1","1.3","4","160000","66000","58","31","1300","1","450","96","33000","41000","3700","150000","-330","0.34","4300","520","64000","87","30000","1.1","31","23000","45000","41000","50000","77000","200","7.9","28000","6.1","33000","2400","21000"
"Victoria Harbour","VS20","2013-09-02","1","Bulk Sample","980","36","16","230","48","59","270","650","0.3","2.8","5","99999","34000","67","51","490","1.6","340","400","32000","18000","3100","99999","-398","0.43","4600","1100","46000","140","41000","1.4","27","16000","20000","18000","41000","42000","71","14","15000","16","28000","540","1700"
"Victoria Harbour","VS20","2014-01-23","1","Bulk Sample","330","31","11","350","46","103","340","760","0.2","1.9","5","340000","49000","76","32","1700","1.5","400","130","30000","81000","2800","200000","-318","0.42","7100","840","93000","100","29000","1.1","29","53000","71000","74000","150000","99000","50","9.1","31000","25","28000","2400","1700"
"Victoria Harbour","VS20","2014-08-21","1","Bulk Sample","250","25","9.2","44","45","109","270","740","<0.1","1.8","4","170000","35000","82","33","1600","1.2","350","82","26000","48000","2700","120000","-365","0.38","6500","600","62000","91","35000","0.8","32","32000","39000","45000","52000","59000","87","9.9","12000","2","21000","1200","2000"
"Victoria Harbour","VS20","2015-01-10","1","Bulk Sample","260","29","8.1","130","40","79","240","640","<0.1","0.7","4","2200","270","88","28","420","0.9","390","140","31000","850","57","990","-388","0.43","79","380","660","97","23000","0.9","17","580","1000","840","1400","690","89","7.4","170","4.9","25000","<50","81"
"Victoria Harbour","VS20","2015-07-22","1","Bulk Sample","250","20","8.4","270","41","99","220","560","<0.1","1.1","3","46000","8100","76","20","700","0.89","290","75","21000","13000","490","28000","-349","0.4","2000","430","15000","67","22000","0.7","16","10000","23000","14000","21000","16000","100","7.2","3300","23","20000","570","1500"
"Victoria Harbour","VS20","2016-01-29","1","Bulk Sample","190","22","7.5","43","46","58","230","500","0.2","0.6","3","5900","1100","73","24","320","0.99","320","81","20000","3400","110","3400","-402","0.47","580","350","2100","68","21000","0.6","11","2000","3400","2600","5100","2100","40","7.2","540","5.2","22000","150","400"
"Victoria Harbour","VS20","2016-08-22","1","Bulk Sample","350","29","9.8","160","39","86","230","590","0.2","1.1","4","190000","24000","93","33","1500","2.7","420","160","30000","52000","1600","87000","-359","0.37","9400","730","52000","110","25000","0.9","17","34000","57000","48000","86000","52000","220","11","13000","10","32000","2000","10000"
"Victoria Harbour","VS20","2017-01-24","1","Bulk Sample","240","32","8.7","120","36","39","200","530","0.2","0.7","3","1700","300","90","27","160","0.63","500","76","31000","1200","30","1000","-295","0.37","220","310","680","68","19000","0.5","15","680","1200","810","2400","640","95","10","210","12","30000","<50","240"
"Victoria Harbour","VS20","2017-09-12","1","Bulk Sample","130","21","2.9","100","72","18","140","310","0.2","0.5","2","1200","500","N/A","15","71","0.31","380","47","21000","570","38","810","-347","0.55","26","150","340","37","21000","0.3","15","350","520","360","780","420","45","5.8","170","1.9","17000","<50","93"
"Victoria Harbour","VS20","2018-01-31","1","Bulk Sample","240","34","9.5","130","35","54","170","480","0.1","0.6","3","1800","330","98","27","62","0.77","470","78","31000","1200","22","1000","-359","0.35","92","340","510","71","16000","0.6","25","660","1300","810","1700","620","120","11","180","17","31000","52","110"
"Victoria Harbour","VS20","2018-08-03","1","Bulk Sample","310","32","20","79","44","78","200","380","<0.1","3.7","4","N/A","N/A","98","40","N/A","1.4","380","110","29000","N/A","N/A","N/A","-384","0.41","N/A","710","N/A","99","25000","1.2","20","N/A","N/A","N/A","N/A","N/A","230","10","N/A","16","40000","N/A","N/A"
"Victoria Harbour","VS20","2019-01-24","1","Bulk Sample","370","28","9.5","28","49","149","310","580","0.3","1.5","6","130000","16000","93","46","1000","1.7","350","130","27000","25000","1100","77000","-343","0.47","3400","980","32000","110","24000","1.5","21","18000","25000","22000","48000","39000","370","11","13000","9.5","26000","690","12000"
"Victoria Harbour","VS20","2019-07-02","1","Bulk Sample","230","24","7.9","140","47","43","240","640","0.2","0.8","3","21000","3800","67","24","280","1.1","370","82","24000","6900","250","12000","-313","0.44","590","360","5200","64","26000","0.7","10","4200","6300","5500","9000","6500","130","9.6","1900","24","30000","180","1200"
"Victoria Harbour","VS20","2020-05-04","1","Bulk Sample","310","21","8.1","58","45","95","250","650","0.2","1.3","3","25000","4300","48","23","370","0.95","390","75","25000","11000","280","18000","-47","0.44","1100","370","8600","64","22000","0.9","17","6600","11000","8600","20000","9900","110","9.2","2700","13","17000","310","1700"
"Victoria Harbour","VS20","2020-10-22","1","Bulk Sample","250","26","9","72","44","80","230","670","0.2","1","3","37000","6700","58","33","360","1.4","410","120","27000","7500","520","22000","-338","0.41","910","620","9700","84","27000","0.9","23","5700","7000","6600","14000","11000","210","9.6","3900","11","27000","270","3100"
"Victoria Harbour","VS20","2021-03-31","1","Bulk Sample","310","21","5.7","73","58","98","250","580","0.2","1.1","3","47000","8100","96","29","510","0.83","320","290","22000","7900","520","26000","-249","0.53","1100","470","12000","71","8000","0.8","15","6900","8300","7400","20000","14000","230","9.1","4400","18","17000","350","3000"
"Victoria Harbour","VS20","2021-07-30","1","Bulk Sample","270","32","7.3","110","47","89","N/A","N/A","0.2","1","3","37000","6300","97","34","310","1.7","400","100","28000","10000","430","22000","-270","0.46","2400","680","10000","97","29000","0.7","21","7400","10000","8800","22000","12000","92","11","3200","23","37000","260","2700"
"Victoria Harbour","VS20","2022-02-26","1","Bulk Sample","320","35","7.6","33","43","108","N/A","N/A","0.1","0.9","3","25000","3900","47","36","300","1.6","440","100","30000","9200","270","14000","-158","0.43","1700","640","7400","100","25000","0.8","20","5800","9200","7600","16000","8200","200","11","2000","8.9","42000","280","1100"
"Victoria Harbour","VS20","2022-07-27","1","Bulk Sample","380","29","7.2","24","48","74","230","330","<0.1","1","3","14000","1600","75","30","280","1.2","460","130","25000","5700","160","8200","-281","0.48","1100","1200","4300","90","22000","0.6","19","3300","5200","4400","8500","4500","91","10","910","15","33000","190","920"
"Victoria Harbour","VS20","2023-01-18","1","Bulk Sample","220","33","5.2","30","47","55","200","370","<0.1","0.8","2","4900","580","71","30","73","0.83","420","78","27000","2300","40","3700","-264","0.48","260","470","1700","82","19000","0.6","19","1600","2900","2000","4100","2200","110","9.2","260","15","41000","<50","190"
"Victoria Harbour","VS20","2023-07-26","1","Bulk Sample","240","30","5","36","51","70","250","420","<0.1","0.9","2","25000","4200","57","25","230","1.3","340","78","24000","7900","230","16000","-176","0.52","810","380","7300","71","18000","0.5","18","5100","8200","6100","13000","8600","71","7.9","2000","3.8","43000","270","1900"
"Victoria Harbour","VS20","2024-01-26","1","Bulk Sample","250","21","7.2","110","52","64","250","400","<0.1","1.1","1","11000","1700","90","19","170","0.32","280","50","20000","4400","110","6900","-143","0.52","1100","290","4000","46","9900","0.2","6","3100","4600","3700","5700","4000","85","5.7","850","7.1","29000","180","670"
"Victoria Harbour","VS20","2024-08-26","1","Bulk Sample","240","32","5.9","42","44","32","220","430","<0.1","0.8","5","1500","270","70","23","77","0.61","420","58","27000","1200","16","1000","-312","0.4","170","240","610","60","25000","0.5","25","630","1400","900","1800","640","79","8.2","110","11","34000","<50","61"
"Victoria Harbour","VS21","2012-01-06","1","Bulk Sample","250","34","8.1","350","30","19","180","520","0.2","0.6","2","70","30","98","22","<60","0.2","430","47","31000","49","<10","70","-356","0.29","11","190","37","43","14000","0.4","31","27","66","63","52","43","36","7.9","<5","22","29000","<50","<50"
"Victoria Harbour","VS21","2012-07-11","1","Bulk Sample","230","32","8.1","120","34","21","170","430","0.1","0.5","2","37","10","80","22","<60","0.2","500","49","35000","38","<10","34","-230","0.32","5","140","19","42","15000","0.4","33","17","47","45","38","24","34","8","<5","11","34000","<50","<50"
"Victoria Harbour","VS21","2013-01-30","1","Bulk Sample","220","34","6.6","85","37","18","180","430","<0.1","0.6","1","69","20","91","23","<60","0.18","450","50","32000","24","100","19","-259","0.36","<5","170","8","42","14000","0.3","26","11","45","22","24","8","33","8.1","<5","2.7","29000","<50","99"
"Victoria Harbour","VS21","2013-09-02","1","Bulk Sample","200","32","9.2","190","34","29","190","480","0.2","0.5","2","37","15","76","19","61","0.22","440","47","29000","29","<10","36","-396","0.34","<5","150","11","40","14000","0.3","25","19","34","31","33","13","31","8","<5","14","25000","<50","<50"
"Victoria Harbour","VS21","2014-01-23","1","Bulk Sample","110","14","7.2","20","44","24","180","410","0.1","0.4","1","5","14","57","21","<60","0.24","230","33","16000","17","<10","14","-255","0.44","<5","89","5","28","17000","0.5","16","8","24","14","15","7","29","4.7","<5","15","13000","<50","<50"
"Victoria Harbour","VS21","2014-08-21","1","Bulk Sample","220","28","7.5","110","36","20","190","490","<0.1","0.6","1","41","10","98","22","100","0.17","400","39","27000","38","<10","20","-392","0.39","<5","160","11","46","20000","0.3","34","20","56","37","48","22","24","8.3","<5","6","23000","<50","<50"
"Victoria Harbour","VS21","2015-01-10","1","Bulk Sample","130","26","6.4","10","46","18","170","480","<0.1","0.5","1","31","8","3","21","<60","0.27","360","47","24000","7","<10","8","-376","0.43","<5","100","<5","48","17000","0.4","18","7","16","8","19","7","30","4.3","<5","15","24000","<50","<50"
"Victoria Harbour","VS21","2015-07-22","1","Bulk Sample","160","41","7.6","53","35","18","160","370","0.1","0.5","2","37","10","98","23","<60","0.17","730","54","41000","20","14","24","-376","0.31","<5","150","10","44","15000","0.4","22","12","31","18","11","14","33","8","<5","3.9","31000","<50","<50"
"Victoria Harbour","VS21","2016-01-29","1","Bulk Sample","290","30","8.4","6.7","34","20","170","390","0.1","0.5","2","41","8","99","25","<60","0.23","400","57","27000","33","<10","17","-402","0.33","6","170","12","50","16000","0.5","21","16","43","22","23","10","34","8.8","<5","7.2","27000","<50","<50"
"Victoria Harbour","VS21","2016-08-22","1","Bulk Sample","200","30","8.1","11","35","18","180","370","0.1","0.5","1","57","8","98","21","86","0.16","370","44","26000","23","<10","15","-323","0.37","<5","130","6","36","14000","0.3","21","13","38","12","19","8","30","9.6","<5","6.1","24000","<50","<50"
"Victoria Harbour","VS21","2017-01-24","1","Bulk Sample","270","27","7.8","110","34","19","170","420","<0.1","0.6","1","41","11","98","19","<60","0.21","480","54","30000","35","<10","26","-324","0.32","<5","170","22","37","17000","0.4","14","19","76","27","54","12","36","11","<5","9.7","21000","<50","<50"
"Victoria Harbour","VS21","2017-09-12","1","Bulk Sample","290","29","9.9","180","28","21","160","610","0.1","0.7","1","34","17","N/A","21","<60","0.18","450","53","28000","41","<10","22","-369","0.29","7","220","16","41","18000","0.4","20","19","46","27","30","12","37","9.5","<5","15","25000","<50","<50"
"Victoria Harbour","VS21","2018-01-31","1","Bulk Sample","340","32","8.4","86","34","22","200","480","0.1","0.5","1","39","18","96","22","<60","0.2","460","46","29000","41","<10","49","-355","0.34","<5","180","31","43","19000","0.5","17","24","55","44","40","22","36","11","<5","13","51000","<50","<50"
"Victoria Harbour","VS21","2018-08-03","1","Bulk Sample","250","38","8.6","59","36","24","170","370","0.1","0.5","1","36","9","99","27","120","0.17","520","52","33000","37","<10","31","-230","0.37","<5","150","13","49","17000","0.4","22","20","50","27","33","17","41","12","<5","3.6","37000","<50","93"
"Victoria Harbour","VS21","2019-01-24","1","Bulk Sample","290","36","9.1","240","28","18","170","500","<0.1","0.5","1","49","11","99","25","<60","0.21","500","53","30000","39","<10","29","-387","0.28","<5","180","13","50","16000","0.4","24","22","61","36","45","22","41","11","<5","41","29000","<50","<50"
"Victoria Harbour","VS21","2019-07-02","1","Bulk Sample","230","28","7.8","56","42","29","260","480","0.1","0.6","2","39","12","86","26","<60","0.59","390","63","26000","48","<10","34","-233","0.39","<5","190","15","62","20000","0.6","17","28","67","37","63","26","47","8.8","<5","7.8","37000","<50","<50"
"Victoria Harbour","VS21","2020-05-04","1","Bulk Sample","280","32","7.5","0.5","36","18","180","430","0.1","0.5","2","36","11","2","23","<60","0.18","490","50","30000","37","<10","31","-145","0.35","<5","160","18","44","18000","0.4","27","19","48","32","32","21","41","9.7","<5","5.4","30000","<50","<50"
"Victoria Harbour","VS21","2020-10-22","1","Bulk Sample","430","26","7.3","17","36","25","170","510","0.1","0.6","1","190","18","99","21","<60","0.26","500","62","29000","42","<10","110","-259","0.34","5","160","48","39","18000","0.5","18","30","47","38","70","54","34","9.9","13","8","23000","<50","<50"
"Victoria Harbour","VS21","2021-03-31","1","Bulk Sample","300","35","7.6","11","34","18","N/A","N/A","0.1","0.5","1","120","<5","48","24","<60","0.22","500","50","32000","51","<10","49","-349","0.31","8","170","37","47","13000","0.4","22","28","78","48","69","31","46","12","<5","14","33000","<50","<50"
"Victoria Harbour","VS21","2021-07-30","1","Bulk Sample","350","59","7.1","46","40","23","N/A","N/A","0.1","0.6","1","61","18","98","28","<60","0.33","580","62","37000","40","<10","40","-274","0.37","16","210","30","65","17000","0.5","32","20","49","34","43","21","120","13","<5","12","67000","<50","<50"
"Victoria Harbour","VS21","2022-02-26","1","Bulk Sample","340","44","8.9","7.1","36","24","170","450","<0.1","0.5","1","540","160","84","28","<60","0.19","570","59","36000","230","15","360","-288","0.35","<5","200","200","55","15000","0.4","32","140","260","170","320","200","74","13","65","9.9","50000","<50","<50"
"Victoria Harbour","VS21","2022-07-27","1","Bulk Sample","330","52","7.4","42","35","20","170","340","<0.1","0.6","1","230","50","71","30","69","0.2","580","62","42000","110","<10","160","-345","0.34","<5","240","87","64","26000","0.4","38","70","140","88","180","91","77","12","11","15","59000","<50","<50"
"Victoria Harbour","VS21","2023-01-18","1","Bulk Sample","340","54","7.1","23","40","20","180","340","<0.1","1.1","1","67","18","94","28","<60","0.22","570","63","38000","34","<10","56","-221","0.35","<5","190","35","60","16000","0.4","28","26","59","44","58","30","95","13","<5","3.3","64000","<50","<50"
"Victoria Harbour","VS21","2023-07-26","1","Bulk Sample","260","19","7.6","30","39","23","200","460","<0.1","0.7","1","520","110","53","28","<60","0.23","450","62","48000","220","<10","330","-294","0.36","32","150","200","46","17000","0.4","26","140","260","190","350","190","110","12","35","7.1","51000","<50","<50"
"Victoria Harbour","VS21","2024-01-26","1","Bulk Sample","170","32","7.3","180","44","27","300","440","<0.1","0.8","1","2400","370","84","21","<60","0.34","340","46","20000","1100","21","1400","-279","0.4","77","130","760","41","18000","0.4","23","610","1100","770","1900","830","94","6.7","210","16","47000","<50","67"
"Victoria Harbour","VS21","2024-08-26","1","Bulk Sample","190","33","6","150","39","18","200","400","0.1","0.6","2","12","5","85","20","<60","0.29","370","45","28000","21","<10","11","-311","0.35","6","130","10","41","19000","0.4","33","9","35","17","21","6","57","8.1","<5","2.6","39000","<50","<50"
"Victoria Harbour","VS3","1987-08-04","1","Bulk Sample","65","N/A","4.5","52","20","N/A","210","370","<0","0.4","N/A","N/A","N/A","N/A","4","N/A","0.5","250","40","9800","N/A","N/A","N/A","N/A","0.2","N/A","58","N/A","17","9200","0.1","8","N/A","N/A","N/A","N/A","N/A","N/A","2.1","N/A","18","N/A","N/A","N/A"
"Victoria Harbour","VS3","1988-01-28","1","Bulk Sample","N/A","N/A","N/A","N/A","74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Victoria Harbour","VS3","1988-07-01","1","Bulk Sample","53","N/A","4.5","84","74","N/A","260","350","0","0.6","N/A","N/A","N/A","24","4","N/A","0.16","120","35","3400","N/A","N/A","N/A","-347","0.74","N/A","77","N/A","18","10000","0.2","9","N/A","N/A","N/A","N/A","N/A","N/A","43","N/A","37","N/A","N/A","N/A"
"Victoria Harbour","VS3","1989-04-03","1","Bulk Sample","120","N/A","9","250","47","N/A","250","550","<0","1.6","N/A","N/A","N/A","65","22","N/A","0.58","290","70","17000","N/A","N/A","N/A","-431","0.59","N/A","250","N/A","46","19000","5.3","15","N/A","N/A","N/A","N/A","N/A","N/A","4.7","N/A","1.3","N/A","N/A","N/A"
"Victoria Harbour","VS3","1990-06-19","1","Bulk Sample","100","N/A","8","0.1","50","N/A","100","320","0.2","1.9","N/A","N/A","N/A","40","11","N/A","0.52","220","46","13000","N/A","N/A","N/A","-291","0.5","N/A","230","N/A","41","14000","<0","<1","N/A","N/A","N/A","N/A","N/A","N/A","4.7","N/A","1.1","N/A","N/A","N/A"
"Victoria Harbour","VS3","1991-08-29","1","Bulk Sample","110","N/A","8","<0","44","N/A","370","1000","<0","1","N/A","N/A","N/A","47","15","N/A","1.51","290","54","15000","N/A","N/A","N/A","-305","0.49","N/A","230","N/A","52","19000","4.5","49","N/A","N/A","N/A","N/A","N/A","N/A","3.6","N/A","46.8","11000","N/A","N/A"
"Victoria Harbour","VS3","1992-08-05","1","Bulk Sample","110","N/A","6.5","65","42","N/A","181","422","<0.1","0.4","N/A","N/A","N/A","57","18","N/A","0.17","280","45","19000","N/A","N/A","N/A","-209","0.42","N/A","160","N/A","35","15000","<0.5","24","N/A","N/A","N/A","N/A","N/A","N/A","5.7","N/A","14.2","14000","N/A","N/A"
"Victoria Harbour","VS3","1992-09-29","1","Bulk Sample","140","N/A","8","0.4","60","N/A","264","697","<0.1","1.1","N/A","N/A","N/A","78","29","N/A","0.58","340","58","22000","N/A","N/A","N/A","-356","0.6","N/A","240","N/A","58","16000","0.6","30","N/A","N/A","N/A","N/A","N/A","N/A","4.4","N/A","0.92","17000","N/A","N/A"
"Victoria Harbour","VS3","1992-11-03","1","Bulk Sample","130","N/A","6.5","110","57","N/A","180","340","N/A","0.8","N/A","N/A","N/A","50","15","N/A","0.33","310","51","19000","N/A","N/A","N/A","-292","0.57","N/A","150","N/A","72","15000","<0.5","16","N/A","N/A","N/A","N/A","N/A","N/A","4.6","N/A","2.8","14000","N/A","N/A"
"Victoria Harbour","VS3","1993-03-31","1","Bulk Sample","39","N/A","2.2","160","76","N/A","130","230","<0.1","0.5","N/A","N/A","N/A","4","5","N/A","<0.07","110","14","6600","N/A","N/A","N/A","-234","0.73","N/A","66","N/A","12","7000","<0.5","10","N/A","N/A","N/A","N/A","N/A","N/A","2.6","N/A","161","4700","N/A","N/A"
"Victoria Harbour","VS3","1993-04-19","1","Bulk Sample","69","N/A","3.2","390","70","N/A","230","380","<0.1","0.8","N/A","N/A","N/A","12","11","N/A","0.1","180","27","12000","N/A","N/A","N/A","-222","0.7","N/A","140","N/A","26","12000","<0.5","14","N/A","N/A","N/A","N/A","N/A","N/A","4.1","N/A","259","8800","N/A","N/A"
"Victoria Harbour","VS3","1993-05-07","1","Bulk Sample","51","N/A","3.8","0.7","67","N/A","150","210","<0.1","1","N/A","N/A","N/A","12","10","N/A","0.12","160","21","9000","N/A","N/A","N/A","-405","0.67","N/A","86","N/A","22","9900","<0.5","7","N/A","N/A","N/A","N/A","N/A","N/A","3.3","N/A","44","6000","N/A","N/A"
"Victoria Harbour","VS3","1994-02-07","1","Bulk Sample","69","N/A","2.2","75","75","N/A","75","440","<0.1","0.7","N/A","N/A","N/A","10","8","N/A","0.6","120","24","7300","N/A","N/A","N/A","-198","0.65","N/A","86","N/A","18","8200","<0.5","15","N/A","N/A","N/A","N/A","N/A","N/A","3.8","N/A","114","5700","N/A","N/A"
"Victoria Harbour","VS3","1994-08-15","1","Bulk Sample","37","N/A","2.8","340","73","N/A","14","46","<0.1","0.8","N/A","N/A","N/A","15","31","N/A","0.1","85","17","5400","N/A","N/A","N/A","-17","0.73","N/A","56","N/A","44","7800","0.1","7","N/A","N/A","N/A","N/A","N/A","N/A","3.3","N/A","47","3700","N/A","N/A"
"Victoria Harbour","VS3","1995-02-20","1","Bulk Sample","140","N/A","6.6","600","47","N/A","210","490","<0.1","0.7","N/A","N/A","N/A","46","27","N/A","0.4","290","46","20000","N/A","N/A","N/A","-223","0.45","N/A","280","N/A","62","19000","0.6","22","N/A","N/A","N/A","N/A","N/A","N/A","7.6","N/A","65","14000","N/A","N/A"
"Victoria Harbour","VS3","1995-07-24","1","Bulk Sample","98","12","4","650","54","N/A","210","840","<0.1","0.2","N/A","N/A","N/A","16","17","N/A","0.41","170","29","12000","N/A","N/A","N/A","-280","0.44","N/A","230","N/A","41","14000","0.3","19","N/A","N/A","N/A","N/A","N/A","16","3.5","N/A","180","8200","N/A","N/A"
"Victoria Harbour","VS3","1996-01-18","1","Bulk Sample","48","6","6.6","660","54","N/A","130","720","<0.1","0.5","N/A","N/A","N/A","N/A","10","N/A","0.21","69","11","5100","N/A","N/A","N/A","-150","0.45","N/A","90","N/A","21","23000","<0.1","16","N/A","N/A","N/A","N/A","N/A","8","2.1","N/A","29","4900","N/A","N/A"
"Victoria Harbour","VS3","1996-10-17","1","Bulk Sample","77","12","3.4","88","68","N/A","170","290","<0.1","0.6","N/A","N/A","N/A","17","12","N/A","0.27","140","19","10000","N/A","N/A","N/A","-403","0.5","N/A","170","N/A","34","13000","0.2","13","N/A","N/A","N/A","N/A","N/A","14","3.1","N/A","55","10000","N/A","N/A"
"Victoria Harbour","VS3","1997-01-15","1","Bulk Sample","76","11","4.6","150","63","N/A","160","240","<0.1","0.7","1","51","<5","6","10","N/A","0.35","170","120","10000","N/A","<10","24","-358","0.65","N/A","110","19","23","12000","0.1","14","12","23","20","18","N/A","16","3.7","<5","93","11000","N/A","N/A"
"Victoria Harbour","VS3","1997-09-18","1","Bulk Sample","150","19","5.7","34","55","N/A","390","430","<0.1","0.8","4","24","7","31","25","N/A","0.38","220","76","16000","12","<10","19","-327","0.58","6","320","33","70","17000","0.6","18","11","7","17","15","<10","26","5.1","<5","32","20000","<250","<100"
"Victoria Harbour","VS3","1999-01-22","1","Seived Sample (<63 micrometer)","230","40","13","N/A","20"," 12","140","1100","<0.1","0.5","8"," 43"," 34","27","26","N/A","0.48","420","68","31000"," 33","<10"," 29","-66","0.17","<5","290"," 32","86","15000","0.7","45"," 10"," 23"," 28"," 22"," 7","47","12","<5","490","30000"," 53","<50"
"Victoria Harbour","VS3","1999-01-22","1","Bulk Sample","110","14","3.8","690","65"," 12","130","530","<0.1","0.6","3"," 23"," 17","27","11","N/A","0.21","190","28","12000"," 21","<10"," 26","-66","0.37","<5","120"," 13","32","14000","0.2","16"," 14"," 26"," 24"," 21"," 12","16","5.8","<5","240","13000","<50","<50"
"Victoria Harbour","VS3","1999-08-12","1","Seived Sample (<63 micrometer)","240","34","9","1.2","36","34","210","620","0.2","0.6","6","39","13","91","31","N/A","0.47","440","72","32000","33","<10","37","-419","0.35","<5","380","11","100","21000","0.9","39","21","35","34","25","17","45","8.2","<5","3.4","30000","<50","<50"
"Victoria Harbour","VS3","1999-08-12","1","Bulk Sample","240","33","8.8","78","40","55","240","640","0.4","0.8","6","100","17","91","30","N/A","0.47","410","68","30000","53","<10","58","-419","0.38","<5","330","31","100","24000","0.9","34","39","49","63","53","42","39","8.2","5","15","28000","<50","<50"
